,Original Stats,Predicted
2853,2410000.0,2051000.0
2854,2100000.0,2209522.727272727
2855,2950000.0,2750000.0
2857,3365000.0,2982500.0
2861,1931000.0,1873666.6666666667
2863,1250000.0,1046096.9538461538
2864,2400000.0,2312071.4285714286
2866,610000.0,819703.947368421
2867,610000.0,819703.947368421
2870,806500.0,985714.2857142857
2873,550000.0,948125.0
2874,822000.0,979202.8301886793
2875,980000.0,1309019.7368421052
2877,430000.0,536048.8505747126
2880,540000.0,536048.8505747126
2883,737000.0,979202.8301886793
2886,460000.0,885400.0
2890,545000.0,977451.6129032258
2891,670000.0,1049757.5757575757
2893,702000.0,930750.0
2894,730000.0,862883.3333333334
2895,711500.0,979202.8301886793
2897,810000.0,955000.0
2898,250000.0,526830.3938053098
2899,460000.0,773139.3939393939
2900,793000.0,985714.2857142857
2901,340000.0,526830.3938053098
2903,447500.0,773139.3939393939
2904,588000.0,717969.4968553459
2905,420000.0,773139.3939393939
2906,410000.0,639414.6776859504
2909,525000.0,979202.8301886793
2910,703000.0,819703.947368421
2911,608000.0,969519.2307692308
2916,607000.0,1286500.0
2917,765500.0,1040681.8181818182
2918,470000.0,649775.0
2920,580000.0,819703.947368421
2922,620250.0,639414.6776859504
2923,710000.0,985714.2857142857
2924,630000.0,930750.0
2926,600000.0,717969.4968553459
2927,550000.0,917126.5258215963
2929,600000.0,759500.0
2930,1217500.0,1408750.0
2931,600000.0,717969.4968553459
2932,570000.0,695538.4615384615
2935,762700.0,717969.4968553459
2936,465000.0,536048.8505747126
2937,741250.0,651350.3397683398
2941,1000000.0,1340000.0
2943,630000.0,1183583.3333333333
2944,670000.0,979202.8301886793
2945,417000.0,536048.8505747126
2946,600000.0,649775.0
2947,440000.0,683070.3703703703
2949,660000.0,979202.8301886793
2951,270000.0,651350.3397683398
2952,825000.0,1076285.7142857143
2953,638000.0,890647.0588235294
2954,631000.0,917126.5258215963
2955,532000.0,683070.3703703703
2957,504000.0,683070.3703703703
2958,468000.0,1018370.0
2959,802500.0,918884.6153846154
2960,709000.0,1183735.294117647
2962,485000.0,683070.3703703703
2963,540000.0,683070.3703703703
2964,390000.0,683070.3703703703
2965,800000.0,1312750.0
2967,740000.0,1183735.294117647
2968,605000.0,717969.4968553459
2969,685500.0,1049757.5757575757
2970,610000.0,862883.3333333334
2971,630000.0,717969.4968553459
2972,870000.0,1395000.0
2973,810000.0,1341684.2105263157
2979,487000.0,639414.6776859504
2980,700000.0,1143000.0
2981,600500.0,942907.9210526316
2982,730000.0,717969.4968553459
2983,800000.0,979780.487804878
2985,750000.0,917126.5258215963
2986,740000.0,717969.4968553459
2988,646000.0,717969.4968553459
2989,545000.0,502500.0
2991,777000.0,930750.0
2992,722000.0,782046.6666666666
2993,545000.0,776227.2727272727
2994,510000.0,917126.5258215963
2996,631500.0,717969.4968553459
2999,550000.0,717969.4968553459
3000,330000.0,651350.3397683398
3004,715888.0,651350.3397683398
3006,468000.0,536048.8505747126
3008,515000.0,639414.6776859504
3012,895000.0,651350.3397683398
3013,587000.0,526830.3938053098
3014,2800000.0,2725000.0
3016,3250000.0,3097083.3333333335
3017,2140000.0,2209522.727272727
3018,1600000.0,1227450.0
3020,1003500.0,773139.3939393939
3021,802000.0,526830.3938053098
3025,1560000.0,979202.8301886793
3028,760000.0,651350.3397683398
3029,616000.0,526830.3938053098
3030,1680000.0,1304954.5454545454
3033,1120000.0,1172869.3181818181
3034,3200000.0,3097083.3333333335
3035,1250000.0,1321089.0
3037,2000000.0,1882500.0
3039,1805000.0,1143000.0
3044,2600000.0,2982500.0
3047,3470000.0,3470000.0
3052,1050000.0,1172869.3181818181
3054,810000.0,773139.3939393939
3055,1460000.0,1172869.3181818181
3059,3075000.0,2360848.484848485
3061,875500.0,782046.6666666666
3064,2600000.0,2209750.0
3066,1705000.0,1552600.0
3073,1515000.0,1183583.3333333333
3074,2980000.0,2744166.6666666665
3075,2200000.0,1943166.6666666667
3077,1100000.0,963414.0
3079,3325000.0,3325000.0
3081,450000.0,782046.6666666666
3084,500000.0,526830.3938053098
3085,1460000.0,1580043.4782608696
3089,1740000.0,1446600.0
3091,1800000.0,2209522.727272727
3092,2160000.0,1452062.5
3095,2250000.0,2209522.727272727
3096,2130000.0,2209522.727272727
3097,400000.0,526830.3938053098
3101,926000.0,885400.0
3102,1070000.0,717969.4968553459
3103,801000.0,651350.3397683398
3104,1150000.0,977451.6129032258
3105,472000.0,651350.3397683398
3109,1300000.0,1341684.2105263157
3111,1200000.0,918884.6153846154
3113,1650000.0,1292200.0
3115,2670000.0,2670000.0
3117,348000.0,383329.0268456376
3119,1189000.0,773139.3939393939
3120,610000.0,666440.1149425288
3123,492000.0,383329.0268456376
3125,806000.0,769382.5757575758
3127,2000000.0,1234066.6666666667
3129,753000.0,639414.6776859504
3130,330000.0,383329.0268456376
3131,1420000.0,1304593.373493976
3134,495000.0,526830.3938053098
3136,292000.0,383329.0268456376
3139,580000.0,552799.1733333333
3140,1300000.0,1234066.6666666667
3141,1300000.0,1304593.373493976
3144,440000.0,526830.3938053098
3145,1000000.0,1355687.5
3147,1741000.0,1304593.373493976
3150,655000.0,526830.3938053098
3152,488000.0,383329.0268456376
3155,2065000.0,1304593.373493976
3156,350000.0,383329.0268456376
3159,1712000.0,1304593.373493976
3161,480000.0,506764.70588235295
3163,3225000.0,2360848.484848485
3167,400000.0,383329.0268456376
3168,1650000.0,1823333.3333333333
3169,3950000.0,3950000.0
3170,587500.0,552799.1733333333
3171,560000.0,526830.3938053098
3172,1936000.0,1817647.0588235294
3173,4250000.0,4250000.0
3176,630000.0,773139.3939393939
3177,1560000.0,1330000.0
3179,840000.0,1522500.0
3180,1780000.0,961850.0
3183,815000.0,769382.5757575758
3184,1975000.0,977451.6129032258
3187,657500.0,651350.3397683398
3188,5050000.0,5133333.333333333
3189,445000.0,383329.0268456376
3191,1180000.0,1304593.373493976
3192,470000.0,526830.3938053098
3193,485000.0,526830.3938053098
3195,1800000.0,1773288.4615384615
3197,1855000.0,1304593.373493976
3199,665000.0,639414.6776859504
3201,1551000.0,1304593.373493976
3205,612500.0,552799.1733333333
3206,2410000.0,1980555.5555555555
3209,715000.0,526830.3938053098
3212,1055000.0,782046.6666666666
3213,1976000.0,1616272.7272727273
3215,499000.0,383329.0268456376
3216,495000.0,526830.3938053098
3217,3750000.0,3575000.0
3218,1400000.0,1837157.894736842
3219,370000.0,383329.0268456376
3220,627500.0,856044.4444444445
3227,815000.0,1046096.9538461538
3233,565000.0,782046.6666666666
3236,994000.0,1309019.7368421052
3240,785000.0,651357.1428571428
3241,620000.0,917126.5258215963
3243,706750.0,917126.5258215963
3244,584000.0,862883.3333333334
3245,909000.0,979780.487804878
3246,1086000.0,1251916.6666666667
3247,680000.0,862883.3333333334
3249,650000.0,659250.0
3250,890000.0,759500.0
3251,650000.0,979202.8301886793
3254,605000.0,536048.8505747126
3255,770000.0,770000.0
3256,950000.0,985714.2857142857
3257,856000.0,789666.6666666666
3258,600000.0,917126.5258215963
3264,915000.0,985714.2857142857
3265,400000.0,651350.3397683398
3268,550000.0,773139.3939393939
3270,590000.0,776227.2727272727
3271,920000.0,745042.6923076923
3272,460000.0,776227.2727272727
3274,1000500.0,1324166.6666666667
3275,631000.0,717969.4968553459
3277,691000.0,819703.947368421
3278,560000.0,717969.4968553459
3283,370000.0,536048.8505747126
3284,532000.0,800939.3939393939
3293,515500.0,651350.3397683398
3294,800000.0,979202.8301886793
3297,620000.0,1069891.3043478262
3299,360000.0,526830.3938053098
3300,440500.0,651350.3397683398
3301,758000.0,644250.0
3306,480000.0,773139.3939393939
3307,715000.0,724920.0
3309,646250.0,717969.4968553459
3310,1375000.0,773139.3939393939
3311,722000.0,979202.8301886793
3316,725000.0,1069891.3043478262
3323,465000.0,773139.3939393939
3325,1550000.0,862883.3333333334
3326,516000.0,526830.3938053098
3327,1340000.0,1485750.0
3329,1316000.0,1387666.6666666667
3330,828000.0,963414.0
3331,1055000.0,1242222.2222222222
3332,623000.0,651350.3397683398
3333,2120000.0,2082066.6666666667
3334,1745000.0,1463800.0
3335,1700000.0,1452062.5
3336,420000.0,526830.3938053098
3341,1337000.0,1239000.0
3342,455000.0,639414.6776859504
3343,400000.0,651350.3397683398
3345,1210000.0,1269277.7777777778
3346,1167500.0,1230100.0
3347,900000.0,963414.0
3349,677500.0,776227.2727272727
3354,2265000.0,2082066.6666666667
3359,981000.0,1064916.6666666667
3360,2400000.0,2752500.0
3361,890000.0,917126.5258215963
3363,739000.0,651350.3397683398
3365,785000.0,885400.0
3366,1155000.0,1023428.5714285715
3368,1020000.0,651350.3397683398
3371,1465000.0,819703.947368421
3372,855000.0,1172869.3181818181
3375,413000.0,383329.0268456376
3377,1220000.0,640575.0
3378,1605000.0,1709200.0
3379,587000.0,651350.3397683398
3385,1535000.0,979202.8301886793
3386,1470000.0,1143000.0
3387,1486000.0,1385000.0
3392,1730000.0,2051000.0
3394,1850000.0,1462666.6666666667
3396,2600000.0,2417200.0
3397,500000.0,526830.3938053098
3400,1102000.0,979202.8301886793
3401,1275000.0,1309019.7368421052
3403,785000.0,666440.1149425288
3404,1223500.0,888181.8181818182
3406,1720000.0,1767425.9259259258
3407,1225000.0,1242222.2222222222
3409,1460000.0,1773288.4615384615
3410,421000.0,383329.0268456376
3411,2090000.0,2107500.0
3413,700000.0,963414.0
3416,2595000.0,2744166.6666666665
3417,710000.0,536048.8505747126
3418,650000.0,1018370.0
3424,515000.0,612932.2033898305
3426,582000.0,695538.4615384615
3427,545000.0,695538.4615384615
3429,751000.0,1312750.0
3430,500000.0,724920.0
3431,560000.0,1043030.612244898
3434,703000.0,888181.8181818182
3435,650000.0,717969.4968553459
3436,770000.0,683070.3703703703
3439,900000.0,969519.2307692308
3441,700000.0,1018370.0
3443,816000.0,832279.7234042553
3444,845000.0,644250.0
3446,772000.0,888181.8181818182
3447,650000.0,900111.1111111111
3448,757000.0,979780.487804878
3449,690000.0,695538.4615384615
3451,583000.0,649775.0
3453,880000.0,612932.2033898305
3454,580000.0,917126.5258215963
3455,886000.0,1070533.3333333333
3457,920000.0,865000.0
3462,976000.0,826000.0
3464,1420000.0,1227450.0
3465,900000.0,1049757.5757575757
3470,560000.0,773139.3939393939
3471,1010000.0,1336000.0
3474,835000.0,812342.625
3475,705000.0,773450.0
3476,680000.0,1172869.3181818181
3480,785000.0,717969.4968553459
3481,695000.0,1040681.8181818182
3483,502000.0,639414.6776859504
3484,770000.0,832279.7234042553
3486,570000.0,717969.4968553459
3487,830000.0,1043030.612244898
3488,600000.0,717969.4968553459
3489,825000.0,1062500.0
3492,735000.0,845259.7391304348
3493,875000.0,1040681.8181818182
3494,601200.0,717969.4968553459
3496,680000.0,612932.2033898305
3502,705000.0,717969.4968553459
3503,710000.0,850636.3636363636
3504,732000.0,832279.7234042553
3505,715000.0,695538.4615384615
3507,852000.0,773139.3939393939
3508,1037000.0,1304593.373493976
3510,1470000.0,1304593.373493976
3513,492500.0,526830.3938053098
3514,420000.0,526830.3938053098
3518,420000.0,526830.3938053098
3520,1271000.0,1304593.373493976
3521,1010000.0,1304593.373493976
3522,750000.0,651350.3397683398
3524,905000.0,782046.6666666666
3525,960000.0,1046096.9538461538
3526,1031000.0,1046096.9538461538
3528,870000.0,773139.3939393939
3529,1165000.0,1304593.373493976
3530,1710000.0,2214600.0
3532,1455000.0,1304593.373493976
3533,365000.0,383329.0268456376
3535,442000.0,666440.1149425288
3536,765000.0,639414.6776859504
3537,515000.0,536048.8505747126
3539,370000.0,383329.0268456376
3541,1234500.0,856044.4444444445
3542,666000.0,745042.6923076923
3543,825000.0,1046096.9538461538
3547,812000.0,1046096.9538461538
3548,1900000.0,2214600.0
3549,445000.0,383329.0268456376
3550,732000.0,782046.6666666666
3551,1260000.0,1559833.3333333333
3552,1000000.0,1172869.3181818181
3553,1155000.0,1046096.9538461538
3557,790000.0,917126.5258215963
3559,700000.0,666440.1149425288
3561,1230000.0,1049492.4528301887
3562,460000.0,526830.3938053098
3563,395000.0,526830.3938053098
3565,850000.0,1046096.9538461538
3567,868000.0,651350.3397683398
3569,773000.0,526830.3938053098
3570,631090.0,666440.1149425288
3571,410000.0,526830.3938053098
3572,425000.0,526830.3938053098
3587,610000.0,651350.3397683398
3590,882000.0,885400.0
3597,3550000.0,3097083.3333333335
3598,1326000.0,1046096.9538461538
3600,1950000.0,2085500.0
3603,2550000.0,1767425.9259259258
3604,1878000.0,1878000.0
3605,1910000.0,1286500.0
3606,1410000.0,1304593.373493976
3608,2310000.0,1690000.0
3611,2315000.0,1817647.0588235294
3612,800000.0,1040681.8181818182
3614,4850000.0,5133333.333333333
3616,6500000.0,6500000.0
3617,580000.0,526830.3938053098
3619,1905000.0,1709200.0
3620,478000.0,526830.3938053098
3621,672000.0,526830.3938053098
3622,2286000.0,1995333.3333333333
3623,1575000.0,1234066.6666666667
3624,590000.0,526830.3938053098
3629,2350000.0,2300000.0
3630,1312000.0,1143000.0
3631,890000.0,782046.6666666666
3633,1331000.0,1046096.9538461538
3634,1800000.0,1452062.5
3636,1476000.0,1172869.3181818181
3637,2590000.0,2209522.727272727
3638,2625000.0,2360848.484848485
3639,2265000.0,1961666.6666666667
3640,1975000.0,2061666.6666666667
3642,2550000.0,2563333.3333333335
3645,1330000.0,1172869.3181818181
3647,1450000.0,1172869.3181818181
3648,3650000.0,3650000.0
3649,551000.0,639414.6776859504
3655,2460000.0,2430000.0
3656,2850000.0,2360848.484848485
3657,2425000.0,2214600.0
3658,610000.0,651350.3397683398
3659,955000.0,1172869.3181818181
3660,707500.0,651350.3397683398
3662,732000.0,687357.1428571428
3663,2875000.0,2875000.0
3667,1500000.0,1269277.7777777778
3668,1750000.0,1779352.9411764706
3669,1100000.0,1049492.4528301887
3671,1440000.0,1304593.373493976
3672,2560000.0,2580000.0
3673,2600000.0,2600000.0
3675,3280000.0,3050000.0
3680,620000.0,773139.3939393939
3681,2600000.0,2580000.0
3682,2800000.0,2360848.484848485
3683,1420000.0,1018370.0
3684,1800000.0,1362333.3333333333
3686,395000.0,383329.0268456376
3687,2250000.0,2175000.0
3691,1950000.0,1773288.4615384615
3692,605000.0,526830.3938053098
3693,1920000.0,1269277.7777777778
3696,1615000.0,1485750.0
3700,2081000.0,2209750.0
3701,1315000.0,1302803.3846153845
3702,1750000.0,1709200.0
3704,2100000.0,1580043.4782608696
3707,1300000.0,903000.0
3710,1315000.0,1302803.3846153845
3711,1620000.0,917126.5258215963
3716,615000.0,917126.5258215963
3717,715000.0,717969.4968553459
3718,826000.0,969519.2307692308
3719,275000.0,552799.1733333333
3720,711000.0,1046096.9538461538
3724,695000.0,850636.3636363636
3727,490000.0,773139.3939393939
3730,502000.0,651350.3397683398
3731,721000.0,885400.0
3736,840000.0,1401000.0
3737,335000.0,526830.3938053098
3739,832000.0,800939.3939393939
3740,646000.0,1046096.9538461538
3741,673000.0,1304593.373493976
3744,695000.0,649775.0
3746,349000.0,526830.3938053098
3747,555000.0,649775.0
3750,352500.0,536048.8505747126
3753,1350000.0,1269000.0
3755,510000.0,639414.6776859504
3764,490000.0,773139.3939393939
3767,675000.0,722500.0
3768,865000.0,1049492.4528301887
3769,600000.0,666440.1149425288
3770,773000.0,942907.9210526316
3774,2050000.0,1980555.5555555555
3776,3460000.0,3460000.0
3777,2400000.0,2214600.0
3779,2025000.0,1688416.6666666667
3783,611000.0,526830.3938053098
3785,3800000.0,3800000.0
3786,1390000.0,963414.0
3789,2415000.0,2087500.0
3790,566000.0,526830.3938053098
3791,1437000.0,1304593.373493976
3792,500000.0,526830.3938053098
3796,3400000.0,3575000.0
3797,2355000.0,2227500.0
3798,4240000.0,4240000.0
3800,1326000.0,1046096.9538461538
3801,4525000.0,4525000.0
3804,1965000.0,1817647.0588235294
3806,3470000.0,3470000.0
3807,740000.0,526830.3938053098
3808,2325000.0,2491250.0
3809,1970000.0,1559833.3333333333
3811,1475000.0,651350.3397683398
3815,584000.0,526830.3938053098
3818,1490000.0,1304593.373493976
3819,1210000.0,963414.0
3824,2355000.0,2102500.0
3825,1036000.0,1046096.9538461538
3827,2273000.0,2273000.0
3828,2350000.0,2617500.0
3832,2200000.0,1882500.0
3833,790000.0,639414.6776859504
3835,1185000.0,1422702.380952381
3836,1837000.0,1948785.7142857143
3838,1253000.0,963414.0
3846,922000.0,1018370.0
3847,4802500.0,4802500.0
3848,350000.0,383329.0268456376
3849,1555000.0,1309019.7368421052
3850,2123000.0,1733000.0
3853,1700000.0,1733000.0
3856,1150000.0,1448333.3333333333
3858,2001000.0,2043250.0
3859,1915000.0,1709200.0
3861,1135000.0,1355687.5
3862,1240000.0,724920.0
3863,1120000.0,1172869.3181818181
3865,1500000.0,1690000.0
3867,707500.0,773139.3939393939
3868,835000.0,769382.5757575758
3869,1870000.0,1262966.6666666667
3870,1580000.0,1685000.0
3871,820000.0,666440.1149425288
3872,480000.0,526830.3938053098
3875,1680000.0,1172869.3181818181
3880,300000.0,383329.0268456376
3881,1100000.0,819703.947368421
3882,373000.0,383329.0268456376
3886,2560000.0,2013571.4285714286
3887,960000.0,963414.0
3888,315000.0,506764.70588235295
3889,1297000.0,1049492.4528301887
3890,1015000.0,917126.5258215963
3891,523000.0,526830.3938053098
3892,1335000.0,979780.487804878
3894,425000.0,526830.3938053098
3895,1670000.0,1688416.6666666667
3896,1350000.0,1286500.0
3897,1650000.0,1690000.0
3899,950000.0,773139.3939393939
3900,1782500.0,979202.8301886793
3903,650000.0,666440.1149425288
3906,975000.0,717969.4968553459
3907,560000.0,917126.5258215963
3909,355000.0,526830.3938053098
3910,550000.0,1018370.0
3911,420000.0,779777.7777777778
3912,399000.0,552799.1733333333
3914,1105000.0,985714.2857142857
3915,730000.0,773139.3939393939
3917,662500.0,917126.5258215963
3919,410000.0,639414.6776859504
3921,920000.0,1385000.0
3922,1320000.0,1709200.0
3923,1150000.0,1075000.0
3928,847000.0,917126.5258215963
3929,400000.0,745042.6923076923
3931,1072000.0,1040000.0
3934,510000.0,666440.1149425288
3935,865000.0,917126.5258215963
3938,570000.0,639414.6776859504
3940,1900000.0,1395000.0
3941,429000.0,526830.3938053098
3944,456000.0,900111.1111111111
3945,566000.0,666440.1149425288
3946,408000.0,526830.3938053098
3948,470000.0,666440.1149425288
3950,780000.0,1355687.5
3952,440000.0,639414.6776859504
3953,1048700.0,1183735.294117647
3954,400000.0,639414.6776859504
3955,1215000.0,1580043.4782608696
3956,1180000.0,1580043.4782608696
3957,1117000.0,1321089.0
3958,420000.0,526830.3938053098
3960,770000.0,918884.6153846154
3962,1151000.0,1143000.0
3963,907000.0,979202.8301886793
3964,570000.0,666440.1149425288
3965,820000.0,917126.5258215963
3966,940000.0,1269277.7777777778
3967,1030000.0,1333333.3333333333
3969,1230000.0,1286500.0
3971,884500.0,917126.5258215963
3974,820000.0,612932.2033898305
3978,780000.0,782046.6666666666
3979,535000.0,526830.3938053098
3980,450000.0,526830.3938053098
3981,360000.0,526830.3938053098
3982,665000.0,526830.3938053098
3983,386000.0,383329.0268456376
3984,659000.0,383329.0268456376
3986,545000.0,526830.3938053098
3987,450000.0,383329.0268456376
3988,432000.0,383329.0268456376
3991,750000.0,977451.6129032258
3992,375000.0,383329.0268456376
3993,680000.0,383329.0268456376
3994,470000.0,769382.5757575758
3996,483000.0,526830.3938053098
3998,700000.0,506764.70588235295
3999,520000.0,552799.1733333333
4000,440000.0,506764.70588235295
4002,733000.0,782046.6666666666
4005,760000.0,977451.6129032258
4006,360000.0,536048.8505747126
4008,2600000.0,1304593.373493976
4009,2350000.0,1304593.373493976
4011,535000.0,1046096.9538461538
4016,700000.0,526830.3938053098
4020,3120000.0,3120000.0
4021,1025000.0,1046096.9538461538
4022,1920000.0,1046096.9538461538
4023,2623000.0,917126.5258215963
4024,1500000.0,1837157.894736842
4025,1630000.0,1046096.9538461538
4026,1910000.0,1304593.373493976
4027,1320000.0,862883.3333333334
4029,750000.0,856044.4444444445
4030,2588000.0,2467600.0
4032,1400000.0,1355000.0
4036,2200000.0,2082066.6666666667
4038,1310000.0,917126.5258215963
4040,2335000.0,2082066.6666666667
4042,1815000.0,1304954.5454545454
4043,725000.0,856044.4444444445
4044,3900000.0,3866666.6666666665
4046,1200000.0,1018370.0
4047,1564000.0,1341684.2105263157
4048,520000.0,526830.3938053098
4049,670000.0,1018370.0
4051,1055000.0,917126.5258215963
4052,348000.0,526830.3938053098
4053,1780000.0,1882500.0
4056,1440000.0,1488727.2727272727
4057,1225000.0,1156687.5
4058,1445000.0,1312750.0
4059,990000.0,1304593.373493976
4061,1550000.0,1077000.0
4062,1170000.0,1242222.2222222222
4063,1120000.0,1156687.5
4066,1530000.0,1616272.7272727273
4068,832000.0,1172869.3181818181
4069,420000.0,526830.3938053098
4070,2400000.0,2430000.0
4071,565000.0,977451.6129032258
4072,550000.0,526830.3938053098
4073,1211000.0,1156687.5
4076,1630000.0,1544387.0967741935
4077,1160000.0,1401000.0
4079,1361500.0,1156687.5
4080,945000.0,1046096.9538461538
4081,360000.0,383329.0268456376
4082,860000.0,1046096.9538461538
4084,1637000.0,1641000.0
4085,1505000.0,917126.5258215963
4086,515000.0,552799.1733333333
4088,330000.0,526830.3938053098
4090,1322000.0,1156687.5
4091,1015000.0,1046096.9538461538
4094,840000.0,1304593.373493976
4096,1900000.0,1882500.0
4098,2340000.0,1779352.9411764706
4100,1400000.0,1381000.0
4105,1640000.0,1302803.3846153845
4106,1480000.0,1732454.5454545454
4108,410000.0,526830.3938053098
4109,980000.0,918884.6153846154
4114,842500.0,963414.0
4115,1345000.0,1386000.0
4116,265000.0,383329.0268456376
4117,849000.0,1046096.9538461538
4118,1425000.0,1401000.0
4119,1345000.0,1362333.3333333333
4120,330000.0,526830.3938053098
4121,726000.0,918884.6153846154
4122,1250000.0,963414.0
4123,870000.0,1018370.0
4125,1725000.0,1034750.0
4128,600000.0,651350.3397683398
4129,1505000.0,1620833.3333333333
4130,850000.0,1362333.3333333333
4131,292000.0,383329.0268456376
4133,1740000.0,1918750.0
4136,470000.0,526830.3938053098
4137,1130000.0,917126.5258215963
4140,930000.0,1362333.3333333333
4146,336000.0,383329.0268456376
4147,800000.0,856044.4444444445
4148,1224000.0,1196233.3333333333
4150,1000000.0,695538.4615384615
4151,380500.0,383329.0268456376
4153,1090000.0,1309019.7368421052
4155,836000.0,819703.947368421
4156,1417250.0,1309019.7368421052
4159,950000.0,1069891.3043478262
4160,1140000.0,1292200.0
4161,750000.0,683070.3703703703
4163,1000000.0,1580043.4782608696
4165,1200000.0,1143000.0
4166,987000.0,717969.4968553459
4167,937000.0,979780.487804878
4168,1426000.0,1724000.0
4169,1016000.0,1286500.0
4173,901000.0,979780.487804878
4174,1300000.0,1066428.5714285714
4175,975000.0,1023428.5714285715
4176,1070000.0,1183583.3333333333
4177,639000.0,526830.3938053098
4178,605000.0,639414.6776859504
4179,960000.0,717969.4968553459
4180,725000.0,885400.0
4183,800000.0,1172869.3181818181
4185,917000.0,917126.5258215963
4186,890000.0,819703.947368421
4187,1008000.0,1040000.0
4188,1191000.0,1069891.3043478262
4190,776000.0,651350.3397683398
4191,1035000.0,930750.0
4193,1160000.0,1245625.0
4196,240000.0,383329.0268456376
4197,1105000.0,918884.6153846154
4199,826000.0,800939.3939393939
4200,900000.0,917126.5258215963
4201,962000.0,917126.5258215963
4202,800000.0,1046096.9538461538
4204,710000.0,942907.9210526316
4206,940000.0,1302803.3846153845
4207,655800.0,683070.3703703703
4208,1082000.0,1286500.0
4209,1210000.0,1242222.2222222222
4210,880000.0,979202.8301886793
4211,335000.0,383329.0268456376
4212,1260000.0,1304954.5454545454
4213,1400000.0,900111.1111111111
4214,995000.0,773139.3939393939
4218,962000.0,1046096.9538461538
4223,800000.0,977451.6129032258
4224,1305000.0,1304593.373493976
4226,485000.0,526830.3938053098
4229,810000.0,773139.3939393939
4235,1620000.0,2013571.4285714286
4236,923000.0,1304593.373493976
4237,1030000.0,1046096.9538461538
4238,1046000.0,1488727.2727272727
4240,740000.0,782046.6666666666
4241,970000.0,1156687.5
4242,735000.0,917126.5258215963
4244,485000.0,526830.3938053098
4245,950000.0,800939.3939393939
4246,1280000.0,1302803.3846153845
4247,1040000.0,969519.2307692308
4250,1115000.0,1145666.6666666667
4252,1176000.0,985714.2857142857
4253,1265000.0,1422702.380952381
4254,801000.0,1046096.9538461538
4256,770000.0,838500.0
4258,993000.0,1048562.5
4260,650000.0,1046096.9538461538
4261,891500.0,1049492.4528301887
4263,805000.0,1049492.4528301887
4264,680000.0,651350.3397683398
4266,793000.0,651350.3397683398
4268,747000.0,917126.5258215963
4270,896000.0,1046096.9538461538
4271,890000.0,1046096.9538461538
4275,930000.0,1070533.3333333333
4276,1151000.0,1242222.2222222222
4277,820000.0,820000.0
4281,816000.0,1046096.9538461538
4282,945000.0,1062500.0
4283,643700.0,653109.0909090909
4284,760000.0,1046096.9538461538
4285,881000.0,881000.0
4286,900000.0,917126.5258215963
4287,830000.0,961850.0
4291,1126000.0,1251916.6666666667
4292,1235000.0,977451.6129032258
4293,457000.0,526830.3938053098
4294,660000.0,782046.6666666666
4295,770000.0,683070.3703703703
4297,1350000.0,1322250.0
4298,820000.0,850636.3636363636
4302,991000.0,1049757.5757575757
4304,657000.0,782046.6666666666
4305,710000.0,885400.0
4311,840000.0,1172869.3181818181
4314,1400000.0,2051000.0
4315,1080000.0,1006500.0
4321,1015000.0,979202.8301886793
4328,1245000.0,1286500.0
4332,1105000.0,979202.8301886793
4336,2920000.0,2920000.0
4339,540000.0,526830.3938053098
4341,726000.0,526830.3938053098
4342,1340000.0,773139.3939393939
4343,1105000.0,666440.1149425288
4344,841000.0,651350.3397683398
4345,528500.0,526830.3938053098
4348,410000.0,383329.0268456376
4349,550000.0,639414.6776859504
4351,470000.0,526830.3938053098
4353,640000.0,782046.6666666666
4355,720000.0,782046.6666666666
4357,1325000.0,977451.6129032258
4358,368000.0,383329.0268456376
4360,450000.0,552799.1733333333
4361,1385000.0,1262500.0
4362,990000.0,782046.6666666666
4364,606000.0,639414.6776859504
4365,450000.0,383329.0268456376
4366,1470000.0,1049492.4528301887
4369,1010000.0,985000.0
4370,1266000.0,651350.3397683398
4371,620000.0,639414.6776859504
4374,630000.0,526830.3938053098
4375,560000.0,552799.1733333333
4377,665500.0,666440.1149425288
4378,550055.0,745042.6923076923
4379,358000.0,383329.0268456376
4380,320000.0,383329.0268456376
4381,1000000.0,1390000.0
4382,598000.0,526830.3938053098
4385,885000.0,1046096.9538461538
4386,587134.0,526830.3938053098
4387,1286000.0,1046096.9538461538
4388,1200000.0,1049492.4528301887
4389,1382500.0,917126.5258215963
4391,1600000.0,1620833.3333333333
4397,1710000.0,1304593.373493976
4399,2000000.0,2000000.0
4400,583000.0,666440.1149425288
4403,650000.0,856044.4444444445
4404,1700000.0,1616272.7272727273
4405,1575000.0,1046096.9538461538
4406,950000.0,1046096.9538461538
4407,1655000.0,1242222.2222222222
4410,1255000.0,1559833.3333333333
4412,1020000.0,1046096.9538461538
4413,435000.0,383329.0268456376
4414,790000.0,651350.3397683398
4416,605000.0,639414.6776859504
4418,385000.0,383329.0268456376
4427,1190000.0,1242222.2222222222
4428,865000.0,649775.0
4429,2175000.0,2061666.6666666667
4431,312000.0,383329.0268456376
4433,890000.0,1046096.9538461538
4434,2700000.0,2400000.0
4435,1101000.0,1046096.9538461538
4437,1050000.0,1304593.373493976
4438,1010000.0,773139.3939393939
4441,1900000.0,1401000.0
4442,888000.0,651350.3397683398
4443,1020000.0,1046096.9538461538
4445,844000.0,651350.3397683398
4448,900000.0,917126.5258215963
4449,1300000.0,1049492.4528301887
4450,810000.0,773139.3939393939
4451,701000.0,526830.3938053098
4454,665000.0,651350.3397683398
